spatial_info_id,installation_location,road_name,longitude,latitude,district_code,district_name,parking_violation_note,weekday_start_time_am,weekday_start_time_pm,weekday_end_time_am,weekday_end_time_pm,saturday_start_time_am,saturday_start_time_pm,saturday_end_time_am,saturday_end_time_pm,holiday_start_time_am,holiday_start_time_pm,holiday_end_time_am,holiday_end_time_pm
714,삼성명가 부근(삼성명가아파트 상가),호산로,128.477998,35.85188295,7,달서구,촬영간격 - 10분  (단속유예:11:00~15:00),9:00,15:00,11:00,18:00,-,-,-,-,-,-,-,-
715,성서우체국 부근,성서로,128.5073804,35.85403932,7,달서구,촬영간격 - 10분,9:00,14:00,12:00,18:00,-,-,-,-,-,-,-,-
716,성서네거리 부근(성서산업단지역),달구벌대로,128.5071586,35.85154417,7,달서구,촬영간격 - 7분,9:00,14:00,12:00,18:00,-,-,-,-,-,-,-,-
717,대구은행 죽전점 부근(감삼동),달구벌대로,128.5383713,35.85041828,7,달서구,촬영간격 - 10분,9:00,14:00,12:00,18:00,-,-,-,-,-,-,-,-
718,국민은행 성서지점 부근(이곡동),계대동문로,128.5050421,35.85530207,7,달서구,촬영간격 - 10분,9:00,14:00,12:00,18:00,-,-,-,-,-,-,-,-
719,월배초등학교 부근,월배로,128.5289151,35.81554207,7,달서구,촬영간격 - 10분  (단속유예:12:00~15:00시장쪽)  스쿨존 유예 12:00~13:00,9:00,14:00,12:00,18:00,-,-,-,-,-,-,-,-
720,두류네거리 부근 (구 진보빌딩  국민건강보험공단 건너),두류공원로,128.5578913,35.85699203,7,달서구,촬영간격 - 10분  (단속유예:11:00~15:00)공원방향,9:00,14:00,12:00,18:00,-,-,-,-,-,-,-,-
721,성서홈플러스 물류입고장,달구벌대로,128.5262665,35.84885953,7,달서구,촬영간격 - 10분  (토  일  공휴일 O),7:00,14:00,12:00,21:00,7:00,14:00,12:00,21:00,7:00,14:00,12:00,21:00
722,계명대 동문(신당동  대구은행 앞),달서대로,128.4918879,35.85496364,7,달서구,촬영간격 - 10분,7:00,14:00,12:00,21:00,-,-,-,-,-,-,-,-
723,용산동 맥도날드,용산로,128.5307038,35.8573334,7,달서구,촬영간격 - 10분,7:00,14:00,12:00,21:00,-,-,-,-,-,-,-,-
724,용산동 대구은행,용산로,128.5302944,35.8586975,7,달서구,촬영간격 - 10분,7:00,14:00,12:00,21:00,-,-,-,-,-,-,-,-
725,원화빌딩,달구벌대로,128.5482802,35.85385006,7,달서구,촬영간격 - 10분,7:00,14:00,12:00,21:00,-,-,-,-,-,-,-,-
