위반장소명,count
신평동 702-12 ,1
신평동 754-8 ,1
신평동 760-16 ,13
신평동 760-19 ,1
신평동 760-22 ,1
신평동 760-41 ,1
신평동 771-37 ,2
신평동 777-10,1
신평동 780-52 ,1
신평동 785-1 ,1
신평동 동촌로 330-2,13
신평동 동촌로 343-11,2
신평로,25
신평로16길,7
신평로22길,16
신평로28길,2
아양로,94
아양로10길,2
아양로11길,3
아양로15길,97
아양로21길,1
아양로22길,38
아양로24길,1
아양로34길,134
아양로39길,11
아양로40길,2
아양로57길,1
아양로6길,44
아양로7길,86
아양로8길,58
아양로9길,2
아양초등학교,40
안심1동행정복지센터,77
안심1동행정복지센터,151
안심뉴타운,11
안심뉴타운,40
안심뉴타운,1
안심로,62
안심로 402,1
안심로16길,1
안심로22길,37
안심로41길,31
안심로73길,688
안심로7길,13
안심로90길,1
안심시티프라디움,174
코오롱하늘채,145
코오롱하늘채,136
안심주공1단지 ,442
안일 초등학교 ,81
안일초등학교 ,83
에일린의뜰 남편,41
에일린의뜰 동편,13
에일린의뜰 ,84
에일린의뜰 측면,138
연경썬프라자,268
영신초 ,271
용게동 938-2 ,1
용계동 1001 ,1
용계동 1009-11 ,1
용계동 1013-1 ,1
용계동 1018-1 ,2
용계동 1018-3 ,1
용계동 1027-2 ,1
용계동 1029-3 ,1
용계동 1035-2 ,2
용계동 1053,2
용계동 1060-1 ,1
용계동 1061,4
용계동 1061 ,1
용계동 135-15 ,1
용계동 137-3 ,1
용계동 150-5 ,1
용계동 156-5,1
용계동 160-5,1
용계동 333-5 ,1
용계동 346-20 ,1
용계동 352-3 ,1
용계동 353-8 ,1
용계동 365-1 ,2
용계동 368-2 ,4
용계동 369-2 ,1
용계동 417-3 ,1
용계동 418-1 ,2
용계동 418-4 ,1
용계동 420-2 ,1
용계동 437-45 ,1
용계동 437-57 ,1
용계동 437-58 ,2
용계동 437-61 ,1
용계동 437-62 ,1
용계동 437-65 ,7
용계동 437-66 ,5
용계동 437-72 ,1
용계동 437-77 ,2
용계동 442-6 ,3
용계동 447-4 ,1
용계동 461-11 ,5
용계동 461-12 ,5
용계동 461-3 ,1
용계동 461-7 ,1
용계동 467-1 ,7
용계동 468-5 ,3
용계동 468-6 ,3
용계동 469-6 ,2
용계동 470-12 ,1
용계동 471-1 ,2
용계동 515-2 ,2
용계동 516-10 ,3
용계동 516-4 ,2
용계동 519-1 ,3
용계동 541-9 ,4
용계동 542-5 ,1
용계동 543-4 ,2
용계동 662-1 ,6
용계동 702-13 ,1
용계동 702-49 ,1
용계동 729-2 ,3
용계동 731-3 ,3
용계동 732-2 ,1
용계동 755-11 ,14
용계동 755-114 ,1
용계동 755-138 ,2
용계동 755-2 ,1
용계동 755-37 ,9
용계동 755-63 ,1
용계동 789-28 ,2
용계동 789-45 ,1
용계동 802-12 ,1
용계동 850-2 ,3
용계동 853-5 ,1
용계동 878-1 ,4
용계동 878-99 ,1
용계동 936-1 ,2
용계동 936-2 ,1
용계동 938-2 ,3
용계동 954-1,1
용계동 966 ,1
용계동 981 ,5
용계동 982-9,2
용계동 983 ,1
용계동 993 ,4
용계동 동촌로 334,19
용계동 동촌로 358,1
용계동 동촌로 383,1
용계동 동촌로 390-1,1
용계동 안심로7길 7,2
용계로,1
용계로1길,6
용계로2길,3
용수동 16-15 ,1
용수동 23-2 ,1
용수동 37-1 ,3
용수동 50-1 ,1
용수동 50-13 ,2
용수동 55-27 ,1
용수동 59-32 ,2
용수동 70-12 ,8
용수동 89 ,1
용호초등학교,44
우방강촌마을,159
우방강촌마을,72
위남로,14
유림맨션,62
율금초등학교,23
율암동 1103-7 ,2
율암동 1108 ,2
율암동 1109 ,4
율암동 1131 ,1
율암동 1135,4
율암동 1135 ,6
율암동 1139,59
율암동 1151 ,2
율암동 1152 ,2
율암동 1188 ,1
율암동 1196 ,1
율암동 1200 ,6
율암동 1202 ,1
율암동 1208 ,1
율암동 1210,1
율암동 1210 ,3
율암동 1212 ,2
율암동 1213 ,6
율암동 1214 ,2
율암동 1216 ,3
율암동 1217 ,1
율암동 1219 ,8
율암동 1221 ,5
율암동 1222 ,2
율암동 1226 ,1
율암동 1236 ,1
율암동 1243 ,9
율암동 1244 ,2
율암동 1250 ,1
율암동 1251 ,4
율암동 1260 ,10
율암동 1271 ,1
율암동 1274 ,1
율암동 1287 ,1
율암동 1288 ,1
율암동 1309 ,2
율암동 1316 ,1
율암동 1361 ,1
율암동 1367 ,1
율암동 1368 ,1
율암동 1375 ,1
율암동 1378 ,1
율암동 138 ,1
율암동 1386 ,1
율암동 1388,1
율암동 1389 ,1
율암동 1398 ,1
율암동 1400 ,2
율암동 306-4 ,1
율암동 360-4 ,3
율암동 360-5 ,4
율암동 459 ,2
율암동 524-6 ,2
율암로,24
율원초등학교,193
율하고가도로,1
율하동 1007-2 ,1
율하동 1011-5 ,2
율하동 1027 ,1
율하동 1030 ,1
율하동 1093 ,3
율하동 1097,43
율하동 1098 ,100
율하동 1099 ,2
율하동 1107 ,3
율하동 1113 ,1
율하동 1114 ,3
율하동 1116 ,1
율하동 1116-1 ,3
율하동 1117 ,14
율하동 1117-1 ,1
율하동 1118 ,1
율하동 115 ,1
율하동 1152 ,3
율하동 1153 ,5
율하동 1154 ,2
율하동 1156 ,1
율하동 1160 ,5
율하동 1161 ,1
율하동 1220 ,4
율하동 1226 ,1
율하동 1227 ,2
율하동 1227-1 ,3
율하동 1230 ,6
율하동 1231,2
율하동 1234 ,2
율하동 1283 ,1
율하동 1284 ,6
율하동 1288 ,1
율하동 1289 ,5
율하동 129-20 ,1
율하동 1294 ,5
율하동 1295 ,2
율하동 1300,2
율하동 1354 ,2
율하동 1378 ,2
율하동 1379 ,2
율하동 1402 ,3
율하동 1406 ,1
율하동 1410 ,1
율하동 1413 ,1
율하동 1415 ,3
율하동 1418 ,4
율하동 1421 ,1
율하동 1422 ,5
율하동 1423 ,73
율하동 1424 ,1
율하동 1426 ,1
율하동 1428 ,7
율하동 1429 ,162
율하동 1430 ,2
율하동 1432 ,2
율하동 1433 ,13
율하동 1434 ,1
율하동 1435 ,1
율하동 1436 ,3
율하동 1437 ,4
율하동 1438 ,12
율하동 1439 ,8
율하동 1440 ,10
율하동 1441 ,2
율하동 1442 ,1
율하동 1443 ,1
율하동 1444 ,18
율하동 1445 ,8
율하동 1447 ,1
율하동 1448 ,1
율하동 1458 ,2
율하동 1460 ,3
율하동 1464 ,1
율하동 1468 ,2
율하동 1471 ,6
율하동 1474 ,1
율하동 1475 ,2
율하동 1476 ,1
율하동 1477 ,1
율하동 1480 ,1
율하동 1481 ,9
율하동 1488 ,1
율하동 1489 ,4
율하동 1492 ,1
율하동 1493 ,6
율하동 1494 ,3
율하동 1499 ,2
율하동 1503 ,5
율하동 1506 ,1
율하동 1510 ,22
율하동 1511 ,68
율하동 1512 ,11
율하동 1513 ,1
율하동 1519 ,3
율하동 1521 ,8
율하동 1526 ,7
율하동 1556 ,1
율하동 1580 ,3
율하동 1604 ,2
율하동 1617 ,1
율하동 1621 ,2
율하동 1623 ,1
율하동 1626 ,7
율하동 1628 ,2
율하동 193 ,4
율하동 231 ,4
율하동 232-6 ,3
율하동 233-10 ,1
율하동 233-3 ,5
율하동 233-4 ,7
율하동 237-5 ,4
율하동 245 ,11
율하동 246-2 ,4
율하동 251-1 ,16
율하동 251-8 ,1
율하동 307-7 ,1
율하동 336-3,2
율하동 41 ,4
율하동 45-2 ,1
율하동 46-2 ,1
율하동 817-13 ,1
율하동 819-18 ,1
율하동 840-33 ,1
율하동 840-87 ,5
율하동 840-89 ,2
율하동 840-93 ,4
율하동 865 ,6
율하동 867-3 ,2
율하동 867-4 ,5
율하동 871 ,1
율하동 871-11 ,1
율하동 871-13 ,5
율하동 871-7 ,2
율하동 872 ,1
율하동 873-3 ,2
율하동 875-7 ,1
율하동 879 ,1
율하동 880 ,3
율하동 894 ,2
율하동 894-3 ,2
율하동 896 ,11
율하동 896-1 ,1
율하동 896-6 ,1
율하동 896-7 ,4
율하동 898 ,1
율하동 898-5 ,2
율하동 909-10 ,8
율하동 915 ,7
율하동 915-1 ,7
율하동 915-4 ,2
율하동 921 ,2
율하동 921-5 ,3
율하동 921-6 ,1
율하동 931 ,1
율하동 933-3 ,5
율하동 935 ,6
율하동 935-5 ,2
율하동 945 ,1
율하동 945-13 ,1
율하동 947 ,5
율하동 948 ,1
율하동 953 ,2
율하동 953-1 ,1
율하동 953-6 ,1
율하동 971 ,16
율하동 973-4 ,4
율하동 981 ,1
율하동 997-2 ,3
율하동 999 ,1
율하동 반야월로 106,1
율하동 반야월로16길 11,8
율하동 안심로22길 3,1
율하동 율하동로 111,2
율하동 율하동로21길 18-8,1
율하동 율하동로21길 74,1
율하동 율하동로23길 22,4
율하동 율하동로23길 30,2
율하동 율하동로23길 45,4
율하동 율하동로23길 53,2
율하동로,47
율하동로19길,1
율하동로20길,3
율하동로21길,2
율하동로23길,120
율하동로24길,68
율하동로28길,1
율하동로8길,1
율하서로,12
율하서로1길,2
율하안아주APT ,2
율하역엘크루아파트,155
율하역엘크루아파트 ,167
율하천서자전거길,8
율하초등학교,241
이노밸리로,34
이마트반야월점,813
이시아 더샵 3차아파트,917
이시아 더샾3차아파트,18
이시아 롯데아울렛 ,347
이시아 롯데아울렛 ,28
이시아강변로,12
이시아롯데아울렛,127
이안동대구APT ,113
이안동대구APT,63
이안센트럴,12
이안센트럴D,31
입석동 1006-61 ,1
입석동 1033-34 ,1
입석동 1033-6,1
입석동 1033-6 ,43
입석동 1034 ,1
입석동 1038,5
입석동 883-18 ,1
입석동 883-34 ,1
입석동 883-41 ,3
입석동 893-12 ,11
입석동 893-13 ,3
입석동 893-14 ,2
입석동 893-17 ,1
입석동 893-9 ,5
입석동 903-30 ,21
입석동 905 ,1
입석동 925-19 ,1
입석동 926-27 ,1
입석동 930-104 ,1
입석동 930-119,4
입석동 930-119 ,1
입석동 930-3 ,1
입석동 930-37 ,2
입석동 930-52 ,1
입석동 930-93 ,2
입석동 932-147 ,1
입석동 932-149 ,8
입석동 932-158 ,1
입석동 932-30 ,1
입석동 932-9 ,1
입석동 933-2 ,1
입석동 938-11 ,3
입석동 940-4 ,1
입석동 941-5 ,4
입석동 950-2 ,1
입석동 950-3 ,2
입석동 951 ,1
입석동 953 ,1
입석동 955-2 ,8
입석동 956-2 ,1
입석동 957-2 ,1
입석동 962-37 ,1
입석동 964-14 ,1
입석동 964-19 ,43
입석동 965-8 ,19
입석동 966-7 ,3
입석동 967-59 ,7
입석동 969-1 ,7
입석동 970-16 ,1
입석동 971-1 ,1
입석동 972-3 ,1
입석동 975-16 ,2
입석동 976-1 ,7
입석동 980-9 ,44
입석동 982-3 ,4
입석동 982-7 ,2
입석동 993-6 ,1
입석동 998-5 ,1
입석동 999-9 ,2
입석동 동촌로 20,1
입석동 동촌로 31-1,2
입석동 동촌로 42,13
입석동 아양로 295,2
입석로,3
입석초등학교,10
장등로,347
전문건설회관,50
중대동 386 ,1
중대동 389-2 ,2
중대동 533 ,1
중대동 534 ,1
중대동 665-2 ,1
중대동 697 ,5
중대동 산 45-4 ,1
중앙고속도로,1
중앙신체검사소 ,855
중앙신체검사소,445
지묘동 1322 ,1
지묘동 1324 ,2
지묘동 1328-4 ,1
지묘동 1328-5 ,2
지묘동 1332 ,17
지묘동 1332-4 ,6
지묘동 1346 ,4
지묘동 1351 ,1
지묘동 1354 ,4
지묘동 1354-3 ,9
지묘동 1358 ,1
지묘동 1360-5 ,1
지묘동 1360-7 ,2
지묘동 1371 ,1
지묘동 1375 ,4
지묘동 1376 ,5
지묘동 1380-1 ,6
지묘동 1381 ,10
지묘동 1385 ,1
지묘동 1386 ,2
지묘동 1388 ,1
지묘동 1396 ,1
지묘동 1396-3 ,1
지묘동 228-1 ,1
지묘동 234-1 ,2
지묘동 234-16 ,1
지묘동 247-7 ,3
지묘동 248-2 ,2
지묘동 269-1 ,1
지묘동 330-3 ,1
지묘동 341-1 ,1
지묘동 350-6,6
지묘동 506-2 ,2
지묘동 506-7 ,1
지묘동 59-1,4
지묘동 623-2 ,1
지묘동 649-6 ,2
지묘동 711-2 ,1
지묘동 725-1 ,1
지묘동 733-1 ,1
지묘동 733-12 ,1
지묘동 737 ,2
지묘동 90,1
지묘동 산 12-2,1
지묘동 산 12-5,3
지묘동 산 5-1,1
지묘동 산 52-7,1
지묘동 산 58-3 ,1
지묘초등학교,21
지식서비스센터 ,12
지저동 1010 ,1
지저동 168-1 ,1
지저동 173-1 ,2
지저동 173-5 ,1
지저동 192-2 ,1
지저동 198-3 ,1
지저동 370 ,2
지저동 372-1 ,1
지저동 400-5,3
지저동 400-5 ,194
지저동 431-2 ,1
지저동 445-2 ,2
지저동 445-4 ,2
지저동 447-5 ,1
지저동 460-12 ,1
지저동 465-28 ,2
지저동 465-59 ,4
지저동 666-1 ,2
지저동 666-2 ,10
지저동 668-1 ,23
지저동 668-11 ,1
지저동 668-13 ,1
지저동 668-14 ,3
지저동 668-15 ,9
지저동 668-7 ,1
지저동 669-43 ,1
지저동 669-60 ,6
지저동 670-16 ,25
지저동 670-21 ,6
지저동 670-38 ,2
지저동 671-6 ,1
지저동 672-11 ,3
지저동 675-5 ,1
지저동 679-2 ,3
지저동 691-2 ,2
지저동 691-4 ,1
지저동 694-3 ,1
지저동 694-40 ,7
지저동 694-6 ,1
지저동 694-9 ,9
지저동 696-40 ,1
지저동 705 ,1
지저동 706 ,58
지저동 757-5 ,1
지저동 757-9 ,1
지저동 760-4 ,14
지저동 760-9 ,1
지저동 761-1 ,3
지저동 761-30 ,62
지저동 761-31 ,3
지저동 761-49 ,3
지저동 764-1 ,1
지저동 764-4 ,1
지저동 766-9 ,13
지저동 768 ,1
지저동 768-12 ,11
지저동 768-18 ,4
지저동 768-6 ,1
지저동 770-3 ,10
지저동 786 ,1
지저동 795-2 ,1
지저동 795-31 ,1
지저동 795-60 ,2
지저동 815-8 ,1
지저동 817-7 ,1
지저동 833-15 ,6
지저동 835-2 ,3
지저동 835-5 ,2
지저동 835-7 ,1
지저동 838-6 ,5
지저동 838-7 ,5
지저동 838-9 ,9
지저동 849-9 ,1
지저동 851-2 ,2
지저동 872-1 ,2
지저동 872-9 ,3
지저동 881-8,1
지저동 886-1 ,13
지저동 886-11 ,1
지저동 907 ,3
지저동 907-1 ,3
지저동 932 ,1
지저동 980-9 ,1
지저동 공항로 221,2
지저동 해동로 91,2
지저동 해동로 97-1,1
지저동 해동로7길 5-1,8
진인동 1050-2 ,1
진인동 123-27 ,1
진인동 607,1
진인동 612,4
진인동 630-1 ,1
진인동 산 182-1,2
진인동 팔공로 1177,1
첨단로,3
첨단로8길,142
축협,5
칼라디움 ,165
칼라디움,25
코스트코,120
코오롱하늘채,10
코오롱하늘채,12
퀸벨호텔 ,66
큰고개 오거리,193
큰고개로,218
큰고개역 ,16
큰고개역,81
타임스케어 ,459
타임스퀘어 ,79
태왕아너스 ,359
파계로,4
파계로 46,1
파계로6길,15
팔공로,70
팔공로 227,1
팔공로 274,1
팔공로101길,11
팔공로24길,3
팔공로25길,46
팔공로30길,44
팔공로32길,28
팔공로36길,2
팔공로45길,88
팔공로47길,271
팔공로47길 15,2
팔공로49길,5
팔공로49길 16,1
팔공로50길,37
팔공로51길,657
팔공로51길 15-8,4
팔공로51길 21-1,3
팔공로51길 23-1,5
팔공로51길 31-10,5
팔공로53길,6
팔공로53길 77-1,2
팔공로53길 77-2,1
팔공초등학교,8
평화로,6
평화시장,70
한국폴리텍대학,11
한국폴리텍대학섬유캠퍼,22
해동로,91
해링턴플레이스,9
해모로스퀘어이스트,24
해서초등학교,52
해안초등학교,16
혁신대로,46
혁신대로 102,3
혁신대로 104,1
혁신대로 92,1
혁신대로 94,2
혁신대로 96,1
현대시티 아울렛 ,140
현대시티 아울렛 ,1628
현대자동차신대리점,10
현대차동신대리점,2
호반길,7
화랑로,47
화랑로 365 ,1
화랑로100길,82
화랑로11길,30
화랑로12길,1
화랑로17길,1
화랑로25길,252
화랑로27길,6
화랑로29길,7
화랑로35길,1
화랑로37길,2
화랑로75길,228
화랑로80길,1
화랑로88길,4
화랑로91길,1
화랑로93길,1
화랑로9길,69
효동로,13
효동로15길,8
효동로6길,1
효동초등학교,126
효목동  202-23 ,1
효목동  545 ,1
효목동 1000-13 ,1
효목동 1008 ,1
효목동 1010-17 ,1
효목동 1010-8 ,1
효목동 1013-3 ,1
효목동 1015-16 ,1
효목동 1016-8 ,1
효목동 1017 ,1
효목동 1021 ,1
효목동 1023 ,1
효목동 1024-1 ,2
효목동 1025 ,2
효목동 1027-1 ,1
효목동 1060 ,3
효목동 1060-7 ,1
효목동 1061 ,1
효목동 1062 ,4
효목동 1062-1 ,1
효목동 1062-7 ,1
효목동 1065 ,10
효목동 1084 ,6
효목동 1086-1 ,1
효목동 1088-2 ,1
효목동 1105 ,3
효목동 1107 ,4
효목동 1107-2 ,6
효목동 1107-7 ,1
효목동 1116-1 ,2
효목동 1159 ,1
효목동 1160 ,2
효목동 1184-1 ,1
효목동 1221-1 ,1
효목동 125-3 ,2
효목동 125-45 ,1
효목동 1264-2 ,2
효목동 1264-4 ,2
효목동 132-35 ,3
효목동 136-10 ,4
효목동 140-10 ,6
효목동 141-23 ,1
효목동 143-42 ,1
효목동 143-43 ,1
효목동 143-78 ,1
효목동 146-114 ,1
효목동 146-88 ,2
효목동 160-102 ,1
효목동 160-123 ,1
효목동 160-2 ,2
효목동 160-4 ,1
효목동 160-5 ,2
효목동 160-71 ,1
효목동 162-1 ,1
효목동 162-3 ,2
효목동 162-35 ,1
효목동 163-33 ,3
효목동 164-12 ,2
효목동 164-16 ,1
효목동 165-1 ,1
효목동 166-1 ,1
효목동 166-3 ,1
효목동 172-1 ,1
효목동 173-17 ,1
효목동 173-18 ,1
효목동 182-15 ,2
효목동 196-14 ,1
효목동 196-3 ,1
효목동 196-46 ,1
효목동 197-5 ,2
효목동 199-16 ,1
효목동 199-19 ,1
효목동 201-6 ,4
효목동 202-4 ,6
효목동 202-5 ,2
효목동 203-3 ,15
효목동 205 ,1
효목동 212 ,2
효목동 212-10,1
효목동 212-10 ,4
효목동 273-4 ,2
효목동 273-8 ,17
효목동 275-2 ,2
효목동 276-1 ,1
효목동 276-2 ,2
효목동 277-1 ,11
효목동 279-6 ,4
효목동 280-9 ,1
효목동 282-1 ,1
효목동 283-3 ,2
효목동 288 ,14
효목동 288-2 ,7
효목동 290-4 ,14
효목동 291-1 ,4
효목동 291-11 ,2
효목동 291-13 ,1
효목동 291-5 ,1
효목동 291-6 ,1
효목동 291-9 ,5
효목동 293-6 ,1
효목동 298-10,1
효목동 3-11 ,7
효목동 3-17 ,1
효목동 337 ,2
효목동 337-1 ,1
효목동 348-15 ,1
효목동 348-17 ,1
효목동 354-1 ,1
효목동 357-1 ,1
효목동 371-5 ,2
효목동 380-9 ,5
효목동 383-5 ,4
효목동 386-1 ,2
효목동 387 ,3
효목동 387-16 ,9
효목동 390 ,2
효목동 398 ,1
효목동 399 ,2
효목동 400-1 ,2
효목동 410-14 ,2
효목동 45-2 ,2
효목동 453-2 ,1
효목동 453-3 ,1
효목동 453-4 ,5
효목동 455-2 ,4
효목동 46-1 ,10
효목동 46-11 ,5
효목동 46-7 ,4
효목동 46-9 ,2
효목동 461-5 ,5
효목동 466-3 ,2
효목동 469-4 ,8
효목동 47-1 ,3
효목동 497-1 ,3
효목동 497-14 ,5
효목동 497-9 ,1
효목동 499 ,1
효목동 508-2 ,2
효목동 510-3 ,3
효목동 510-4 ,6
효목동 512-4 ,1
효목동 513 ,9
효목동 517-1 ,4
효목동 517-3 ,4
효목동 518-1 ,4
효목동 518-15 ,1
효목동 518-2 ,3
효목동 520-3 ,1
효목동 522 ,1
효목동 525-2 ,1
효목동 526-1 ,1
효목동 526-2 ,10
효목동 526-3 ,7
효목동 530-5 ,1
효목동 531-1 ,1
효목동 531-3 ,1
효목동 532 ,3
효목동 532-2 ,5
효목동 534-1 ,1
효목동 535 ,6
효목동 537-1 ,2
효목동 54-1,1
효목동 54-1 ,5
효목동 54-3 ,3
효목동 54-5 ,1
효목동 543-1 ,10
효목동 544 ,11
효목동 545 ,13
효목동 549-1 ,25
효목동 55 ,19
효목동 55-10 ,1
효목동 55-11 ,5
효목동 55-12 ,7
효목동 55-7 ,7
효목동 55-8 ,3
효목동 550 ,16
효목동 551-3,1
효목동 551-3 ,46
효목동 553-3 ,11
효목동 557-2 ,14
효목동 558-2 ,34
효목동 559-1 ,17
효목동 560-1 ,1
효목동 560-2 ,28
효목동 561-1 ,2
효목동 563 ,10
효목동 564-1 ,2
효목동 568-1 ,3
효목동 569 ,1
효목동 580,1
효목동 587-2 ,27
효목동 588-1 ,2
효목동 589 ,14
효목동 597-3 ,4
효목동 604 ,1
효목동 605 ,10
효목동 605-1 ,9
효목동 613-1 ,1
효목동 615-1 ,2
효목동 616-6 ,1
효목동 617-6 ,2
효목동 621-6 ,17
효목동 621-6  ,1
효목동 623-1 ,2
효목동 623-20 ,1
효목동 623-8 ,3
효목동 624 ,160
효목동 624  ,1
효목동 625-10 ,2
효목동 625-7 ,1
효목동 626 ,120
효목동 626  ,2
효목동 627-16 ,1
효목동 627-17 ,1
효목동 627-27 ,1
효목동 628-1 ,1
효목동 630 ,1
효목동 637-1 ,32
효목동 639 ,33
효목동 64-6 ,1
효목동 64-7 ,1
효목동 640-1 ,18
효목동 644-4 ,4
효목동 646-2 ,1
효목동 647,1
효목동 647 ,3
효목동 66-1 ,1
효목동 75-20 ,1
효목동 80-1 ,1
효목동 80-11 ,2
효목동 80-2 ,2
효목동 82-17 ,1
효목동 83-1 ,4
효목동 88-3 ,1
효목동 88-5 ,2
효목동 90-1 ,1
효목동 956-1 ,1
효목동 956-2 ,1
효목동 956-7 ,3
효목동 957-12 ,10
효목동 958-15 ,6
효목동 958-16 ,2
효목동 958-18 ,1
효목동 958-22 ,1
효목동 958-23 ,21
효목동 958-31 ,1
효목동 958-4 ,2
효목동 958-51 ,1
효목동 958-6 ,9
효목동 959-3 ,2
효목동 960-4 ,1
효목동 961-1 ,2
효목동 962-6 ,3
효목동 962-7 ,5
효목동 964 ,3
효목동 965 ,1
효목동 976 ,2
효목동 976-4 ,1
효목동 976-5 ,1
효목동 977-1 ,1
효목동 977-2 ,1
효목동 981 ,3
효목동 982 ,12
효목동 984 ,2
효목동 986 ,1
효목동 동부로 234,8
효목동 산 234-91 ,2
효목동 아양로 190,5
효목동 아양로 218,3
효목동 아양로 228-4,5
효목동 아양로40길 42,4
효목동 화랑로 103,1
효목동 화랑로 177,1
효목동 효동로 123-2,1
효목동 효목로 10,1
효목로,154
효목로17길,67
효목로19길,120
효목로5길,1
효목지하차도 ,56
효목초등학교,7
효서로,131
효서로2길,5
효신로,210
효신로16길,234
효신로6길,21
효신로8길,1
효신초등학교,138
휴먼시아 5단지 ,2
휴먼시아 7단지 ,80
휴먼시아15단지,205
휴먼시아15단지 ,430
